konum,fiyat,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali
 Kırşehir,625000.0,Renault,Clio,1.2 Joy,2013,116000.0,Düz,LPG & Benzin,Hatchback/5,1149.0,75.0,Önden Çekiş,5.5,45.0,2300.0,1,1
 Kırşehir,600000.0,Renault,Fluence,1.5 dCi Extreme Edition,2012,300000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.4,60.0,0.0,0,0
 Kırşehir,600000.0,Ford,Fiesta,1.25 Trend,2013,184000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,82.0,Önden Çekiş,5.2,42.0,6500.0,1,2
 Kırşehir,1520000.0,Honda,Civic,1.5 i-VTEC Elegance,2021,91000.0,Otomatik,Benzin,Sedan,1498.0,182.0,Önden Çekiş,5.7,46.0,0.0,0,0
 Kırşehir,795000.0,Opel,Astra,1.6 CDTI Business,2015,130000.0,Düz,Dizel,Sedan,1598.0,136.0,Önden Çekiş,4.2,56.0,1500.0,0,3
 Kırşehir,345500.0,Ford,Focus,1.6 Ambiente,2000,328000.0,Düz,LPG & Benzin,Hatchback/5,1596.0,100.0,Önden Çekiş,6.9,55.0,0.0,0,0
 Kırşehir,255000.0,Opel,Vectra,2.0 GLS,1994,320000.0,Düz,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş,8.7,61.0,0.0,0,0
 Kırşehir,514000.0,Opel,Astra,1.6 Cosmo,2006,337000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1598.0,105.0,Önden Çekiş,6.5,52.0,0.0,0,3
 Kırşehir,1359040.0,Mini,Cooper,1.5 D Türkiye Paketi,2018,89400.0,Otomatik,Dizel,Hatchback/5,1496.0,116.0,Önden Çekiş,3.8,44.0,0.0,0,0
 Kırşehir,1459040.0,Skoda,Scala,1.0 TSI Premium,2020,38750.0,Yarı Otomatik,Benzin,Hatchback/5,999.0,115.0,Önden Çekiş,5.1,50.0,0.0,0,0
 Kırşehir,205000.0,Tofaş,Şahin,S,1996,94000.0,Düz,LPG & Benzin,Sedan,1581.0,80.0,Arkadan İtiş,6.8,52.0,0.0,0,3
 Kırşehir,275000.0,Opel,Vectra,2.0 CD,1998,388000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.7,61.0,0.0,1,11
 Kırşehir,840000.0,Audi,A6,A6 Sedan 2.0 TDI,2009,295000.0,Otomatik,Dizel,Sedan,1968.0,140.0,Önden Çekiş,6.2,70.0,0.0,0,3
 Kırşehir,330000.0,Opel,Vectra,1.6 Elegance,2001,350000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.2,60.0,0.0,0,3
 Kırşehir,920000.0,BMW,5 Serisi,520d Standart,2007,275000.0,Otomatik,Dizel,Sedan,1995.0,163.0,Arkadan İtiş,6.9,70.0,0.0,0,0
 Kırşehir,410000.0,Fiat,Punto,Grande 1.3 Multijet Active,2008,215000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş,4.5,45.0,0.0,2,1
 Kırşehir,220000.0,Kia,Sephia,1.5 GTX,1997,350000.0,Düz,LPG & Benzin,Hatchback/5,1498.0,80.0,Önden Çekiş,7.9,50.0,0.0,0,0
 Kırşehir,570000.0,Opel,Astra,1.6 Enjoy Plus,2007,180000.0,Yarı Otomatik,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.6,52.0,0.0,0,0
 Kırşehir,326500.0,Renault,Symbol,1.4 Authentique,2009,399999.0,Düz,Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,0
 Kırşehir,710000.0,Opel,Insignia,1.6 T Edition,2010,185500.0,Düz,Benzin,Sedan,1598.0,180.0,Önden Çekiş,7.7,70.0,0.0,0,0
 Kırşehir,1650000.0,Mercedes - Benz,E,250 CDI BlueEFFICIENCY Avantgarde,2009,293000.0,Otomatik,Dizel,Sedan,2143.0,204.0,Arkadan İtiş,6.2,59.0,0.0,0,2
 Kırşehir,435000.0,Renault,Laguna,1.6 Privilege,2006,334000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,7.4,68.0,0.0,0,0
 Kırşehir,1360000.0,Renault,Clio,1.0 TCe Techno Esprit Alpine,2023,41500.0,Otomatik,Benzin,Hatchback/5,999.0,90.0,Önden Çekiş,6.0,42.0,0.0,0,0
 Kırşehir,410000.0,Renault,Symbol,1.4 Dynamique,2007,200000.0,Düz,LPG & Benzin,Sedan,1390.0,98.0,Önden Çekiş,7.3,50.0,0.0,0,0
 Kırşehir,320000.0,Toyota,Corolla,1.6 XEi,1997,340000.0,Düz,LPG & Benzin,Station wagon,1598.0,110.0,Önden Çekiş,7.1,50.0,0.0,2,2
 Kırşehir,590000.0,BMW,5 Serisi,528i Standart,2000,285000.0,Otomatik,LPG & Benzin,Sedan,2793.0,193.0,Arkadan İtiş,10.5,70.0,0.0,1,11
 Kırşehir,750000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2011,278000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.3,70.0,0.0,0,0
 Kırşehir,399000.0,Volkswagen,Golf,1.6 Comfortline,1999,325000.0,Düz,LPG & Benzin,Hatchback/5,1595.0,101.0,Önden Çekiş,6.8,55.0,0.0,1,0
 Kırşehir,348500.0,Renault,Megane,1.5 dCi Authentique,2005,298000.0,Düz,Dizel,Sedan,1461.0,80.0,Önden Çekiş,4.6,60.0,0.0,1,3
 Kırşehir,325650.0,Hyundai,Accent,1.3 LX,2001,285000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,6.7,45.0,0.0,0,0
 Kırşehir,300000.0,Chery,Alia,1.6 Acteco Lusso,2008,149000.0,Düz,LPG & Benzin,Sedan,1597.0,112.0,Önden Çekiş,6.5,52.0,0.0,1,3
 Kırşehir,326500.0,Hyundai,Accent,1.5 1.5i GL,2000,279000.0,Düz,LPG & Benzin,Sedan,1495.0,102.0,Önden Çekiş,6.9,45.0,0.0,0,0
 Kırşehir,685000.0,BMW,3 Serisi,318i Standart,2007,347000.0,Otomatik,Benzin,Sedan,1995.0,129.0,Arkadan İtiş,8.1,60.0,0.0,0,0
 Kırşehir,815000.0,Ford,Focus,1.6 Ti-VCT Trend X,2013,230000.0,Düz,LPG & Benzin,Sedan,1596.0,125.0,Önden Çekiş,6.6,55.0,0.0,0,0
 Kırşehir,290000.0,Renault,Clio,1.6 RTE,1999,318000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,90.0,Önden Çekiş,7.2,50.0,0.0,0,1
 Kırşehir,555000.0,Volkswagen,Jetta,1.6 TDi Comfortline,2010,299999.0,Yarı Otomatik,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.8,55.0,0.0,0,0
 Kırşehir,380000.0,Honda,Civic,1.6 i ES,1998,251000.0,Otomatik,LPG & Benzin,Hatchback/5,1590.0,126.0,Önden Çekiş,9.0,55.0,0.0,0,0
 Kırşehir,455000.0,Fiat,Linea,1.6 Multijet Emotion Plus,2009,235000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş,5.0,45.0,0.0,0,2
 Kırşehir,445000.0,Renault,Laguna,1.5 dCi Expression,2008,330000.0,Düz,Dizel,Hatchback/5,1461.0,110.0,Önden Çekiş,4.9,66.0,2588.0,0,6
 Kırşehir,136000.0,Tofaş,Doğan,L,1990,185000.0,Düz,LPG & Benzin,Sedan,1581.0,83.0,Arkadan İtiş,6.5,50.0,0.0,0,0
 Kırşehir,205000.0,Tofaş,Şahin,S,1997,165897.0,Düz,LPG & Benzin,Sedan,1581.0,80.0,Arkadan İtiş,6.8,52.0,0.0,0,11
 Kırşehir,545000.0,Renault,Latitude,2.0 dCi Executive,2011,385000.0,Otomatik,Dizel,Sedan,1995.0,175.0,Önden Çekiş,6.5,66.0,0.0,0,0
 Kırşehir,290000.0,Fiat,Palio,1.2 EL,2001,296000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,74.0,Önden Çekiş,7.2,51.0,0.0,0,0
 Kırşehir,670000.0,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,229300.0,Düz,Dizel,Sedan,1582.0,128.0,Önden Çekiş,4.4,43.0,0.0,0,0
 Kırşehir,340000.0,Volkswagen,Golf,1.6 Comfortline,1999,375000.0,Düz,LPG & Benzin,Hatchback/5,1595.0,101.0,Önden Çekiş,6.8,55.0,0.0,0,0
 Kırşehir,750000.0,Renault,Fluence,1.5 dCi Icon,2014,200000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.4,60.0,0.0,0,4
 Kırşehir,185000.0,Lada,Samara,1.5,1993,152726.0,Düz,LPG & Benzin,Hatchback/3,1500.0,75.0,Önden Çekiş,7.3,45.0,0.0,0,0
 Kırşehir,450000.0,Ford,Focus,1.6 TDCi Trend,2010,327500.0,Düz,Dizel,Sedan,1560.0,110.0,Önden Çekiş,4.5,55.0,0.0,0,6
 Kırşehir,540000.0,Fiat,Linea,1.6 Multijet Lounge,2013,210000.0,Düz,Dizel,Sedan,1598.0,105.0,Önden Çekiş,5.1,45.0,0.0,1,0
 Kırşehir,575000.0,Honda,Civic,1.6 i-VTEC Dream,2007,311000.0,Otomatik,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.9,50.0,5300.0,3,3
 Kırşehir,770000.0,Ford,Focus,1.6 TDCi Trend X,2012,242000.0,Düz,Dizel,Hatchback/5,1560.0,95.0,Önden Çekiş,4.5,53.0,0.0,0,2
 Kırşehir,530000.0,Toyota,Auris,1.6 Elegant,2010,225000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,124.0,Önden Çekiş,7.1,55.0,0.0,0,7
 Kırşehir,225000.0,Opel,Astra,1.4 GL,1995,272000.0,Düz,LPG & Benzin,Hatchback/5,1389.0,82.0,Önden Çekiş,7.0,52.0,0.0,2,0
 Kırşehir,1160000.0,Citroen,C3,1.2 PureTech Shine,2023,45000.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,4.8,47.0,0.0,0,0
 Kırşehir,235000.0,Fiat,Marea,1.6 ELX,1998,263000.0,Düz,LPG & Benzin,Station wagon,1581.0,103.0,Önden Çekiş,8.2,63.0,0.0,0,0
 Kırşehir,865000.0,Opel,Astra,1.6 Edition,2017,87000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.5,56.0,0.0,0,0
 Kırşehir,380000.0,Volkswagen,Passat,1.9 TDi Comfortline,2000,438000.0,Düz,Dizel,Sedan,1896.0,110.0,4WD (Sürekli),5.6,62.0,0.0,0,0
 Kırşehir,350000.0,Hyundai,Accent Era,1.6 Select,2006,215000.0,Düz,Benzin,Sedan,1599.0,112.0,Önden Çekiş,6.5,45.0,0.0,2,11
 Kırşehir,190000.0,Lada,Vega,1.5,2005,193000.0,Düz,Benzin,Station wagon,1499.0,93.0,Önden Çekiş,6.6,43.0,0.0,0,12
 Kırşehir,569000.0,Hyundai,Accent Era,1.4 Team,2010,192500.0,Düz,LPG & Benzin,Sedan,1399.0,97.0,Önden Çekiş,6.5,45.0,0.0,0,0
 Kırşehir,260000.0,Toyota,Corolla,1.3 Terra,1999,340000.0,Düz,LPG & Benzin,Sedan,1332.0,86.0,Önden Çekiş,6.9,50.0,0.0,0,0
 Kırşehir,1050000.0,Honda,Civic,1.6 i-VTEC ECO Elegance,2013,144000.0,Düz,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.7,50.0,0.0,0,0
 Kırşehir,885000.0,BMW,3 Serisi,318Ci,2003,294000.0,Otomatik,Benzin,Cabrio,1801.0,126.0,Arkadan İtiş,8.1,63.0,0.0,2,8
 Kırşehir,355000.0,Peugeot,307,1.4 Comfort,2006,214500.0,Düz,LPG & Benzin,Hatchback/5,1360.0,89.0,Önden Çekiş,6.5,60.0,0.0,0,4
 Kırşehir,285000.0,Renault,Megane,1.6 RTE,1999,222000.0,Düz,Benzin,Station wagon,1598.0,107.0,Önden Çekiş,7.0,60.0,0.0,0,0
 Kırşehir,639000.0,Volkswagen,Passat,1.8 T Highline,2001,174000.0,Otomatik,Benzin,Sedan,1781.0,150.0,Önden Çekiş,9.4,62.0,0.0,3,3
 Kırşehir,650000.0,Hyundai,i20,1.4 CRDi Jump,2012,152000.0,Düz,Dizel,Hatchback/5,1396.0,90.0,Önden Çekiş,4.3,45.0,0.0,0,1
 Kırşehir,273000.0,Volkswagen,Polo,1.6,1999,285000.0,Otomatik,LPG & Benzin,Hatchback/3,1598.0,75.0,Önden Çekiş,8.6,45.0,0.0,0,0
 Kırşehir,450000.0,Volkswagen,Passat,1.9 TDi Comfortline,2003,335000.0,Otomatik,Dizel,Sedan,1896.0,130.0,Önden Çekiş,5.6,62.0,0.0,0,0
 Kırşehir,420000.0,Audi,A3,A3 Sportback 1.6 Standart,2004,307000.0,Otomatik,LPG & Benzin,Hatchback/3,1595.0,102.0,Önden Çekiş,7.6,55.0,0.0,1,0
 Kırşehir,292000.0,Opel,Corsa,1.2 Twinport Essentia,2005,252000.0,Düz,Benzin,Hatchback/5,1229.0,80.0,Önden Çekiş,6.0,44.0,0.0,0,8
 Kırşehir,800000.0,Fiat,Egea,1.3 Multijet Easy Plus,2017,150000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,1,1
 Kırşehir,1000000.0,Audi,A6,A6 Sedan 2.0 TDI,2008,420000.0,Otomatik,Dizel,Sedan,1968.0,136.0,Önden Çekiş,5.8,70.0,0.0,0,0
 Kırşehir,109650.0,Tofaş,Doğan,L,1990,95000.0,Düz,Benzin,Sedan,1581.0,83.0,Arkadan İtiş,6.5,50.0,0.0,0,0
 Kırşehir,470000.0,Volkswagen,Golf,1.6 Primeline,2008,199000.0,Düz,Benzin,Hatchback/5,1595.0,102.0,Önden Çekiş,7.9,55.0,0.0,3,3
 Kırşehir,1110000.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2015,199000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.3,70.0,0.0,2,4
 Kırşehir,172650.0,Fiat,Marea,1.6 SX,2000,245000.0,Düz,Benzin,Sedan,1401.0,101.0,Önden Çekiş,8.1,63.0,0.0,0,0
 Kırşehir,965000.0,Mercedes - Benz,C,C 180 BlueEFFICIENCY AMG,2011,243000.0,Otomatik,Benzin,Sedan,1796.0,156.0,Arkadan İtiş,6.7,67.0,0.0,1,3
 Kırşehir,499000.0,Mercedes - Benz,E,200 Elegance,1998,310000.0,Otomatik,Benzin,Sedan,1998.0,136.0,Arkadan İtiş,8.2,65.0,0.0,0,0
 Kırşehir,215450.0,Fiat,Marea,1.6 SX,1998,295000.0,Düz,Benzin,Sedan,1581.0,103.0,Önden Çekiş,8.1,63.0,0.0,0,0
 Kırşehir,214000.0,Mercedes - Benz,190,2.0,1986,434000.0,Düz,Benzin,Sedan,1801.0,76.0,Arkadan İtiş,10.8,55.0,0.0,0,6
 Kırşehir,310000.0,Opel,Corsa,1.2 Swing,2000,215000.0,Otomatik,Benzin,Hatchback/5,1200.0,51.0,Önden Çekiş,6.5,42.0,0.0,2,3
 Kırşehir,350000.0,Opel,Corsa,1.2 Swing,2000,220000.0,Otomatik,Benzin,Hatchback/5,1199.0,65.0,Önden Çekiş,7.5,42.0,0.0,0,0
 Kırşehir,400000.0,Opel,Corsa,1.2 Swing,2000,120000.0,Otomatik,LPG & Benzin,Hatchback/5,1199.0,65.0,Önden Çekiş,6.5,42.0,0.0,0,0
 Kocaeli,630000.0,Renault,Symbol,1.5 dCi Joy,2016,114308.0,Yarı Otomatik,Dizel,Station wagon,1461.0,90.0,Önden Çekiş,3.9,50.0,0.0,2,2
 Kocaeli,885000.0,Hyundai,i20,1.4 MPI Style,2017,52000.0,Otomatik,Benzin,Hatchback/5,1368.0,100.0,Önden Çekiş,6.4,50.0,0.0,4,2
 Kocaeli,650000.0,Fiat,Egea,1.4 Fire Easy,2017,142000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,0.0,1,0
 Kocaeli,405000.0,Renault,Megane,1.5 dCi Authentique,2007,352000.0,Düz,Dizel,Sedan,1461.0,85.0,Önden Çekiş,4.6,60.0,0.0,0,6
 Kocaeli,575000.0,Honda,Jazz,1.4 ES Elite,2008,240000.0,Otomatik,Benzin,Hatchback/5,1339.0,83.0,Önden Çekiş,5.9,42.0,5.0,0,4
 Kocaeli,650000.0,Ford,Grand C-Max,1.6 TDCI Titanium,2011,232000.0,Düz,Dizel,MPV,1560.0,115.0,Önden Çekiş,4.9,60.0,0.0,1,3
 Kocaeli,1650000.0,BMW,5 Serisi,520d Comfort,2012,122000.0,Otomatik,Dizel,Sedan,1995.0,184.0,Arkadan İtiş,5.2,70.0,0.0,0,4
 Kocaeli,162000.0,Tofaş,Doğan,S,1994,95845.0,Düz,LPG & Benzin,Sedan,1581.0,83.0,Arkadan İtiş,6.5,50.0,0.0,0,0
 Kocaeli,669000.0,Toyota,Corolla,1.4 D-4D Elegant,2010,212500.0,Otomatik,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.9,55.0,0.0,4,6
 Kocaeli,629000.0,Toyota,Corolla,1.4 D-4D Elegant,2009,238500.0,Otomatik,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.9,55.0,0.0,2,6
 Kocaeli,633000.0,Fiat,Egea,1.3 Multijet Easy,2022,250000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,50.0,0.0,1,1
 Kocaeli,350000.0,Ford,Focus,1.6 TDCi Collection,2008,350000.0,Düz,Dizel,Sedan,1560.0,110.0,Önden Çekiş,4.8,55.0,0.0,0,0
 Kocaeli,935000.0,Hyundai,i20,1.4 MPI Elite,2016,115000.0,Otomatik,Benzin,Hatchback/5,1368.0,100.0,Önden Çekiş,6.4,50.0,0.0,2,4
 Kocaeli,640000.0,Renault,Clio,0.9 TCe Icon,2016,155000.0,Düz,Benzin,Hatchback/5,898.0,90.0,Önden Çekiş,4.5,45.0,0.0,0,0
 Kocaeli,1598000.0,Honda,Civic,1.6 i-VTEC Eco Executive,2021,72000.0,Otomatik,Benzin,Sedan,1597.0,125.0,Önden Çekiş,6.3,46.0,2.0,0,4
 Kocaeli,1625000.0,Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2016,225000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Arkadan İtiş,4.2,41.0,0.0,0,0
 Kocaeli,339500.0,Nissan,Micra,1.2 Mood,2006,205000.0,Düz,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.9,46.0,20.0,2,8
 Kocaeli,869000.0,Fiat,Egea,1.3 Multijet Easy,2023,122000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,50.0,0.0,0,0
 Kocaeli,435000.0,Fiat,Egea,1.3 Multijet Urban Plus,2017,742000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş,3.7,50.0,0.0,0,0
 Kocaeli,639000.0,Peugeot,301,1.6 HDi Active,2018,149000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.3,50.0,0.0,1,1
 Kocaeli,589000.0,Renault,Clio,1.5 dCi Joy,2014,179000.0,Düz,Dizel,Hatchback/5,1461.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,6
 Kocaeli,860000.0,Citroen,C4,1.6 e-HDi Confort,2012,96000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,4.2,60.0,0.0,0,3
 Kocaeli,252500.0,Hyundai,Atos,1.0 GLS,1998,175000.0,Otomatik,LPG & Benzin,Hatchback/5,999.0,54.0,Önden Çekiş,6.3,35.0,0.0,0,0
 Kocaeli,660000.0,Renault,Latitude,1.5 dCi Expression,2011,229000.0,Düz,Dizel,Sedan,1461.0,110.0,Önden Çekiş,5.0,66.0,4500.0,0,3
 Kocaeli,475000.0,Toyota,Yaris,1.4 D-4D Executive,2007,221000.0,Düz,Dizel,Hatchback/5,1364.0,90.0,Önden Çekiş,4.5,42.0,0.0,0,0
 Kocaeli,395750.0,Volkswagen,Polo,1.4 Trendline,2006,148000.0,Düz,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.9,45.0,9.0,2,8
 Kocaeli,850000.0,Renault,Megane,1.5 dCi Touch,2018,207000.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,110.0,Önden Çekiş,3.7,47.0,0.0,0,5
 Kocaeli,465000.0,Fiat,Albea,Sole 1.3 Multijet Dynamic,2008,109000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş,4.7,48.0,3240.0,0,3
 Kocaeli,1316000.0,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024,7000.0,Otomatik,Benzin,Hatchback/5,999.0,90.0,Önden Çekiş,6.0,42.0,0.0,0,0
 Kocaeli,400750.0,Volkswagen,Polo,1.4 Trendline,2006,189000.0,Düz,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.9,45.0,6.0,2,6
 Kocaeli,1209000.0,Volkswagen,Polo,1.0 TSi Comfortline,2020,90000.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,4.6,40.0,0.0,0,0
 Kocaeli,365000.0,Opel,Astra,1.6 Comfort,2002,361000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.1,52.0,0.0,0,2
 Kocaeli,1425000.0,Volkswagen,Passat,1.4 TSi BlueMotion Trendline,2017,147000.0,Otomatik,Benzin,Sedan,1201.0,101.0,Önden Çekiş,5.3,66.0,0.0,0,0
 Kocaeli,1455000.0,Toyota,Corolla,1.6 Dream,2020,15850.0,Otomatik,Benzin,Sedan,1401.0,126.0,Önden Çekiş,5.5,50.0,0.0,0,0
 Kocaeli,1465000.0,Toyota,Corolla,1.5 Vision,2023,14000.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,5.8,50.0,0.0,0,0
 Kocaeli,835000.0,Toyota,Corolla,1.4 D-4D Advance,2014,206000.0,Otomatik,Dizel,Sedan,1364.0,90.0,Önden Çekiş,4.1,55.0,4.0,1,5
 Kocaeli,490000.0,Opel,Astra,1.6 GL,2001,165000.0,Düz,LPG & Benzin,Station wagon,1598.0,100.0,Önden Çekiş,7.6,52.0,0.0,0,1
 Kocaeli,649000.0,Toyota,Auris,1.33 Comfort,2011,132000.0,Düz,LPG & Benzin,Hatchback/5,1329.0,99.0,Önden Çekiş,6.0,55.0,8000.0,3,3
 Kocaeli,965400.0,Seat,Leon,1.6 TDI Style,2016,215000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.8,50.0,0.0,0,4
 Kocaeli,797500.0,Seat,Altea,1.6 TDI Style XL,2011,155000.0,Otomatik,Dizel,MPV,1401.0,101.0,Önden Çekiş,4.9,55.0,0.0,0,0
 Kocaeli,505000.0,Opel,Astra,1.6 Essentia,2012,258000.0,Yarı Otomatik,Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,6.3,52.0,0.0,1,7
 Kocaeli,695000.0,Ford,Focus,1.6 Ti-VCT Trend X,2013,235000.0,Düz,LPG & Benzin,Hatchback/5,1596.0,125.0,Önden Çekiş,5.9,55.0,0.0,0,2
 Kocaeli,1210000.0,Renault,Megane,1.5 dCi Icon,2016,168000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,3.8,49.0,0.0,0,4
 Kocaeli,450000.0,Renault,Megane,1.6 Dynamique,2004,221000.0,Otomatik,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,7.7,60.0,0.0,0,0
 Kocaeli,1200000.0,Volkswagen,Passat Variant,1.6 TDi BlueMotion Comfortline,2015,230000.0,Otomatik,Dizel,Station wagon,1401.0,101.0,Önden Çekiş,4.6,70.0,2.0,0,4
 Kocaeli,1150000.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2018,190000.0,Düz,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.0,66.0,8500.0,0,0
 Kocaeli,1200000.0,Skoda,Scala,1.0 TSI Elite,2022,67000.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,4.8,50.0,0.0,1,0
 Kocaeli,1175000.0,BMW,5 Serisi,525d xDrive xDrive,2013,370000.0,Otomatik,Dizel,Sedan,1995.0,218.0,4WD (Sürekli),5.1,70.0,0.0,0,0
 Kocaeli,1129000.0,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015,268000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.0,66.0,0.0,2,4
 Kocaeli,347000.0,Hyundai,Getz,1.3 GLS,2004,285000.0,Düz,LPG & Benzin,Hatchback/5,1341.0,82.0,Önden Çekiş,6.2,45.0,0.0,1,2
 Kocaeli,10000.0,Renault,Clio,1.4 RNA,2000,146000.0,Düz,Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,0
 Kocaeli,1977500.0,Volkswagen,Passat,1.5 TSi Business,2020,52000.0,Otomatik,Benzin,Sedan,1401.0,126.0,Önden Çekiş,5.3,66.0,21032024.0,0,0
 Kocaeli,119000.0,Tata,Indica,1.4 TDI Comfort,2008,340000.0,Düz,Dizel,Hatchback/5,1405.0,70.0,Önden Çekiş,8.0,37.0,0.0,0,0
 Kocaeli,679000.0,Renault,Clio,1.5 dCi Joy,2018,155000.0,Düz,Dizel,Hatchback/5,1461.0,75.0,Önden Çekiş,3.6,45.0,4500.0,1,7
 Kocaeli,559750.0,Toyota,Urban Cruiser,1.33 Elegant,2010,285000.0,Düz,Benzin,Hatchback/5,1329.0,100.0,Önden Çekiş,5.5,42.0,3.0,2,1
 Kocaeli,375000.0,Fiat,Panda,1.2 Dynamic,2006,150000.0,Yarı Otomatik,Benzin,Hatchback/5,1242.0,60.0,Önden Çekiş,5.4,35.0,0.0,0,0
 Kocaeli,425000.0,Fiat,Linea,1.3 Multijet Pop,2015,355000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.9,45.0,0.0,1,1
 Kocaeli,1515000.0,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2019,65655.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,115.0,Önden Çekiş,4.2,50.0,0.0,0,0
 Kocaeli,675000.0,Peugeot,301,1.5 BlueHDI Allure,2020,115000.0,Düz,Dizel,Sedan,1499.0,102.0,Önden Çekiş,3.9,50.0,0.0,2,0
 Kocaeli,340000.0,Renault,Clio,1.4 RXT,2001,188000.0,Otomatik,LPG & Benzin,Hatchback/5,1390.0,98.0,Önden Çekiş,6.7,50.0,0.0,1,1
 Kocaeli,830000.0,Renault,Clio,1.5 dCi Icon,2016,128000.0,Düz,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.6,45.0,0.0,0,0
 Kocaeli,1350000.0,Peugeot,308,1.2 PureTech Allure Sport,2021,29000.0,Otomatik,Benzin,Hatchback/5,1199.0,132.0,Önden Çekiş,4.2,53.0,0.0,0,0
 Kocaeli,1400000.0,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024,6001.0,Otomatik,Benzin,Hatchback/5,999.0,90.0,Önden Çekiş,6.0,42.0,0.0,0,0
 Kocaeli,540000.0,Fiat,Linea,1.3 Multijet Pop,2016,205000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.9,45.0,0.0,0,0
